title,link,text,date,label
Ekonomi ve siyaset gündemi -  7 Eylül 2023,/ekonomi-ve-siyaset-gundemi-7-eylul-2023-2337909,"- Cumhurbaşkanı Recep Tayyip Erdoğan, Cumhurbaşkanlığı Külliyesi'nde Estonya Büyükelçisi Vaino Reinart, İsveç Büyükelçisi Malena Mard ve İrlanda Büyükelçisi John Mccullagh'ın güven mektuplarını sırayla kabul edecek. (Ankara/16.00/16.45/17.30)  EKONOMİ FİNANS 1- Sanayi ve Teknoloji Bakanı Mehmet Fatih Kacır, Avrupa Birliği Komisyonunun Komşuluk ve Genişlemeden Sorumlu Üyesi Oliver Varhelyi'yi kabul edecek. (Ankara/10.00) 2- Tarım ve Orman Bakanı İbrahim Yumaklı, Özbekistan'da Uluslararası Gıda Güvenliği Konferansı'na katılacak. (Semerkant) 3- Türkiye Cumhuriyet Merkez Bankası, haftalık para ve banka istatistiklerini açıklayacak. (Ankara/14.30) 4- Türkiye İstatistik Kurumu, 2022 yılına ilişkin kültürel miras istatistiklerini duyuracak. (Ankara/10.00) ","07 Eylül 2023 Perşembe, 06:33","['ASTOR : 1', 'ENJSA : 1', 'TCELL : 1', 'TTKOM : 0', 'OYAKC : 1', 'KONYA : 1', 'YBTAS : 1', 'EREGL : 1', 'KRDMD : 1', 'TOASO : 1', 'FROTO : 0', 'BIMAS : 1', 'SOKM : 1', 'ARCLK : 1', 'VESTL : 1', 'THYAO : 0', 'PGSUS : 0']"
Asya borsaları bölgeden gelen ekonomik verileri takip ediyor,/asya-borsalari-bolgeden-gelen-ekonomik-verileri-takip-ediyor-2337910,"Asya-Pasifik piyasaları, Wall Street'teki satışların ardından ve yatırımcıların Çin ve Avustralya'dan gelen ticaret verilerini değerlendirmesiyle Perşembe günü çoğunlukla düşüş yaşadı. Çin'in ithalat ve ihracatı yıllık bazda sırasıyla yüzde 7,3 ve yüzde 8,8 düştü; bu oran, ekonomistler arasında yapılan bir anketin öngördüğü yüzde 9 ve yüzde 9,2'lik düşüşlerden daha azdı. Avustralya'da S&P/ASX 200 Temmuz ticaret verileri öncesinde yüzde 0,93 kayıpla Asya'da kayıplara yol açtı. Japonya'da Nikkei 225, art arda sekiz gün süren kazançların ardından yüzde 0,11 düşerken, Topix yatay çizgiye yakındı. Güney Koreli Kospi yüzde 0,8 kayıpla karşılaşırken Kosdaq yüzde 1,05 daha yüksekti. Hong Kong'un Hang Seng endeksi yüzde 0,79 düşerken, Çin ana kara piyasaları düşüş yaşadı ve CSI 300 yüzde 0,61 düştü. ","07 Eylül 2023 Perşembe, 06:42","['ASTOR : 1', 'ENJSA : 1', 'TCELL : 1', 'TTKOM : 0', 'OYAKC : 1', 'KONYA : 1', 'YBTAS : 1', 'EREGL : 1', 'KRDMD : 1', 'TOASO : 1', 'FROTO : 0', 'BIMAS : 1', 'SOKM : 1', 'ARCLK : 1', 'VESTL : 1', 'THYAO : 0', 'PGSUS : 0']"
Çin'in ihracat ve ithalatında düşüş,/cin-in-ihracat-ve-ithalatinda-dusus-2337911,"Çin Gümrük İdaresi verilerine göre Ağustos ayında bir yıl öncesine göre ihracat yüzde 8,8 düştü. ithalat ise yüzde 7,3 daraldı. Ekonomistler ihracatın yüzde 9,2-10 ve ithalattın yüzde 9,0-9,7'lik bir düşüş göstermesini bekliyorlardı. Çin mallarına yönelik küresel talebin azalması nedeniyle ihracat, Nisan ayından bu yana her ay yıllık bazda düştü. Çin'in pandemiden kaynaklanan ekonomik toparlanması, emlak piyasasındaki çöküş ve cansız tüketici harcamalarının etkisiyle son birkaç ayda yavaşladı. Ağustos ayında Çin'in ticaret fazlası 68,36 milyar dolar ile 73,8 milyar dolar olan beklentilerin altında kaldı. Temmuz ayında ticaret fazlası 80,6 milyar dolar olmuştu. ","07 Eylül 2023 Perşembe, 06:51","['ASTOR : 1', 'ENJSA : 1', 'TCELL : 1', 'TTKOM : 0', 'OYAKC : 1', 'KONYA : 1', 'YBTAS : 1', 'EREGL : 1', 'KRDMD : 1', 'TOASO : 1', 'FROTO : 0', 'BIMAS : 1', 'SOKM : 1', 'ARCLK : 1', 'VESTL : 1', 'THYAO : 0', 'PGSUS : 0']"
Petrol yükselişin ardından dengeleniyor,/petrol-yukselisin-ardindan-sakinlesiyor-2337912,"ABD ham petrolü, Ocak 2019'dan bu yana en uzun yükselişini gerçekleştirerek dokuz gün üst üste yükseliş kaydettikten sonra varil başına 87 dolara düştü. Vadeli kontratları aşırı alım bölgesine iten bu yükseliş, Suudi Arabistan ve Rusya'nın ihracat kısıtlamalarını dördüncü çeyrek boyunca uzatma sözü vermesiyle geldi. Yatırımcılar Perşembe günü ilerleyen saatlerde ABD stoklarının resmi anlık görüntüsünü alacaklar. Bunun öncesinde, rakamlara aşina bir kişiye göre, endüstri tarafından finanse edilen Amerikan Petrol Enstitüsü, ham petrol stoklarının geçen hafta 5,5 milyon varil düştüğünü bildirdi. Bu aynı zamanda Cushing, Oklahoma depolama merkezindeki petrol stoklarında da bir düşüş ve benzin stoklarında büyük bir düşüş kaydedildi. Petrolün yeniden canlanması, fiyatların bu yıl yaklaşık yüzde 9 daha yüksek olduğu ve ABD ham petrol ticaretinin Kasım 2022'den bu yana en yüksek seviyesine yakın olduğu anlamına geliyor. Bu hafta Singapur'da düzenlenen bir konferansta önde gelen yatırımcılar petrolün görünümüne ilişkin iyimser olmasıyla birlikte, iyileşen talep beklentileri de fiyatların yükselmesine yardımcı olduğu belirtildi. Mizuho Bank Asya ekonomi ve strateji başkanı Vishnu Varathan, ""Arz dinamikleri sıkı"" dedi. ","07 Eylül 2023 Perşembe, 07:16","['ASTOR : 1', 'ENJSA : 1', 'TCELL : 1', 'TTKOM : 0', 'OYAKC : 1', 'KONYA : 1', 'YBTAS : 1', 'EREGL : 1', 'KRDMD : 1', 'TOASO : 1', 'FROTO : 0', 'BIMAS : 1', 'SOKM : 1', 'ARCLK : 1', 'VESTL : 1', 'THYAO : 0', 'PGSUS : 0']"
Yapı Kredi'den yurt dışı borçlanma,/yapi-kredi-den-yurt-disi-borclanma-2337913,"Türk bankaları yurt dışı borçlanma çalışmalarına hız verdi. Vakıfbank'ın ardından Yapı Kredi de yurt dışı borçlanma gerçekleştirdi. Yapı Kredi'nin 5 yıl vadeli dolar cinsi ""sürdürülebilir"" tahvil ihracında borçlanma tutarı 500 milyon dolar, getiri yüzde 9,375 oldu. Bir milyar doların üzerinde talep gelen ihracı BofA Securities, Citi, Emirates NBD Capital, ICBC, ING ve Standard Chartered Bank yönetti. Yapı Kredi CEO’su Gökhan Erün ihraçla ilgili şunları belirtti: Yönlendirici ve teşvik edici rolüyle finans sektörü, çevresel ve sosyal risklerin yönetilmesinde çok önemli bir rol üstleniyor. Yapı Kredi olarak bu sorumluğumuzun bilinciyle ülkemizde sürdürülebilir dönüşümün sağlanması adına öncü bir rol üstleniyoruz. Son olarak ihraç tutarının iki katından fazla talep aldığımız 500 milyon dolar tutarındaki ilk sürdürülebilir eurobond ihracımızla önemli bir adım daha attık. Bu işlemle, uluslararası arenada ülkemize ve bankamıza olan güveni bir kez daha teyit etmekten de mutluluk duyuyoruz.” SASA Polyester Sanayi AŞ (SASA) yatırım bedeli 11 milyon 350 bin dolar olan, Adana merkez sahasındaki binalarının çatılarına anahtar teslim Çatı Öztüketim Güneş Enerjisi Santrali (GES) kurulması için teşvik belgesi almaya hak kazandığını açıkladı. Şirket tarafından Kamuya Aydınlatma Platformu'na (KAP) yapılan açıklamada, ""Teşviğe konu yatırım tutarı 336 milyon 65 bin 800 lira olup yatırımın yararlanacyağı teşvik unsurları aşağıdaki gibidir. KDV istisnası, Kurumlar Vergisi indirimi (vergi indirim oranı yüzde 70, yatırıma katkı oranı yüzde 30,) ve 6 yıl sigorta primi işveren hissesi desteği"" ifadeleri yer aldı.  Selva Gıda tarafından Kamuyu Aydınlatma Platformu'na (KAP) yapılan açıklamada şirket ile Fava s.p.a. firması arasında 2 milyon 999 bin euro toplam bedel ile makarna üretim hattı yatırımı sözleşmesi imzalandığı duyuruldu. Sözleşmeye göre 4.000 kg/h (31.000 ton/yıl) kapasiteli kısa kesme makarna üretim hattının kurulumu yapılacak. Üretim hattının 2024 Eylül ayında devreye alınacağı belirtilen açıklamada,mvcut 62.000 ton/yıl olan makarna üretim kapasitesinin 31.000 ton/yıl makarna üretim hattının devreye alınması ile birlikte 93.000 ton/yıl olacağı belirtildi. Açıklamada, ""Makarna Üretim Hattı, Makarna Paketleme ve Kolileme Makinaları, Destek Ekipmanları ile birlikte ve 17.08.2023 tarihli özel durum açıklamamızda ki İrmik Değirmeni kapasite artırım tutarıyla beraber toplam yatırım tutarımızın 7 milyon 500 bin euro olması planlanmaktadır"" denildi.  Şirket tarafından Kamuyu Aydınlatma Platformu'na (KAP) yapılan açıklamada, Ağustos ayı içinde 31 adet Migros, 12 adet Migros Jet, 1 adet Macrocenter ve kozmetik mağazacılığı formatında 3 adet Mion olmak üzere toplam 47 yeni mağaza açıldığı belirtildi. Açıklamada, 31 Ağustos 2023 itibariyle şirketin toplam mağaza sayısının 3 bin 176 olduğu dile getirildi.    ","07 Eylül 2023 Perşembe, 08:03","['ASTOR : 1', 'ENJSA : 1', 'TCELL : 1', 'TTKOM : 0', 'OYAKC : 1', 'KONYA : 1', 'YBTAS : 1', 'EREGL : 1', 'KRDMD : 1', 'TOASO : 1', 'FROTO : 0', 'BIMAS : 1', 'SOKM : 1', 'ARCLK : 1', 'VESTL : 1', 'THYAO : 0', 'PGSUS : 0']"
Çin kamuda iPhone yasağını genişletmeyi planlıyor,/cin-kamuda-iphone-yasagini-genisletmeyi-planliyor-2337914,"Çin, kamu birimlerinde iPhone kullanımına yönelik yasağı devlet destekli ajanslar ve devlet şirketlerini kapsayacak şekilde genişletmeyi planlıyor. Bloomberg'in haberine göre konuyla ilgili bilgi sahibi kişiler, Wall Street Journal'ın kamuda iPhone yasağı haberini teyit ederken, bazı kurumların çalışanlarına iPhone'larını işe getirmemeleri yönünde talimat vermeye başladığını söyledi. Kaynaklar Pekin'in bu kısıtlamayı çok daha geniş bir şekilde kamu iktisadi teşebbüsleri ve hükümet kontrolündeki diğer kuruluşlara da yaymayı planladığını belirtti. Pekin'in uygulamaya geçmesi halinde daha önce benzeri görülmeyen bu yasak, hassas ortamlarda yabancı teknoloji kullanımının kökünü kazımaya yönelik yıllardır süren çabaların doruk noktası olacak ve Pekin'in Amerikan yazılım ve devrelerine olan bağımlılığını azaltma çabalarıyla aynı döneme denk gelecek.  Bu durum, Apple'ın gelirinin yaklaşık beşte birini elde ettiği ve milyonlarca Çinli'yi istihdam eden geniş fabrikaları aracılığıyla dünyadaki iPhone'ların çoğunu ürettiği bir pazardaki konumunu aşındırma tehdidi de yaratıyor. Kaynaklar kaç şirket ya da kurumun kişisel cihazlara yönelik kısıtlamalar getirebileceğinin belirsiz olduğunu ve henüz resmi ya da yazılı bir tedbir kararı bulunmadığını belirtti. Devlet firmaları ya da kuruluşları bu tür yasakları ne kadar sıkı uygulayacakları konusunda muhtemelen farklılık gösterecek; bazıları Apple cihazlarını işyerinden men ederken, diğerleri çalışanların bunları kullanmasını tamamen yasaklayabilecek. Petrol devi PetroChina Co. gibi Çin devlet firmaları milyonlarca kişiyi istihdam ediyor ve merkezi olarak planlanan ekonominin büyük bir bölümünü kontrol ediyor. KeyBanc Capital Markets Analisti Brandon Nispel Çarşamba günü yayınladığı bir raporda, Apple'ın Pekin ile olan ilişkisi ve ekonomi için önemi göz önüne alındığında, ""tarihsel olarak Çin'de hükümet kısıtlamalarına karşı nispeten güvenli olarak görüldüğünü"" söyledi. Çin Gümrük İdaresi verilerine göre Ağustos ayında bir yıl öncesine göre ihracat yüzde 8,8 düştü. ithalat ise yüzde 7,3 daraldı. Ekonomistler ihracatın yüzde 9,2-10 ve ithalattın yüzde 9,0-9,7'lik bir düşüş göstermesini bekliyorlardı. Çin mallarına yönelik küresel talebin azalması nedeniyle ihracat, Nisan ayından bu yana her ay yıllık bazda düştü. Çin'in pandemiden kaynaklanan ekonomik toparlanması, emlak piyasasındaki çöküş ve cansız tüketici harcamalarının etkisiyle son birkaç ayda yavaşladı. Ağustos ayında Çin'in ticaret fazlası 68,36 milyar dolar ile 73,8 milyar dolar olan beklentilerin altında kaldı. Temmuz ayında ticaret fazlası 80,6 milyar dolar olmuştu. ","07 Eylül 2023 Perşembe, 08:14","['ASTOR : 1', 'ENJSA : 1', 'TCELL : 1', 'TTKOM : 0', 'OYAKC : 1', 'KONYA : 1', 'YBTAS : 1', 'EREGL : 1', 'KRDMD : 1', 'TOASO : 1', 'FROTO : 0', 'BIMAS : 1', 'SOKM : 1', 'ARCLK : 1', 'VESTL : 1', 'THYAO : 0', 'PGSUS : 0']"
Fed cephesinde Eylül sinyalleri sürüyor,/fed-cephesinde-eylul-sinyalleri-suruyor-2337916,"Boston Fed Başkanı Susan Collins politika yapıcılar olarak ekonomik verileri değerlendirmeleri ve karar verirken sabırlı davranmaları gerektiğini vurgularken, eski St. Louis Fed Başkanı James Bullard üyelerin bu yıl için ilave bir faiz artışını daha bu ay sonunda yayımlanacak beklentilerine yansıtmaları gerektiğini söyledi. Collins, “Politika döngümüzün bu aşaması, patikamızı korurken sabır ve bütünsel veri değerlendirmesi gerektiriyor. Politika faiz oranlarında zirveye yakın veya hatta zirvede olsak da, gelen verilere bağlı olarak daha fazla sıkılaştırma yapılması gerekebilir” ifadelerini kullandı. Bullard da “risk yönetimi açısından” ilave bir faiz artışının “dot plot” olarak bilinen tahminler arasında tutulmasının “akıllıca” olacağı değerlendirmesini yaptı. Öte yandan Chicago Fed’in iki ekonomisti tarafından hazırlanan ve kurumun internet sitesinde yayımlanan çalışmada Fed’in son 18 aydaki yüzde 5,25’lik faiz artırımının, enflasyonu ABD merkez bankasının yüzde 2 hedefine düşürmek ve resesyondan kaçınmak için yeterli olabileceği öngörüldü. Stefania D’Amico ve Thomas King tarafından hazırlanan çalışmada, “Modelin öngörüsüne göre halihazırda yapılmış olan politika sıkılaştırması, enflasyonun 2024 ortasında Fed hedefine yaklaşması ve resesyonun önlenmesi için yeterli” denildi. ABD’de açıklanan Ağustos ayı ISM Hizmet Endeksi 6 ayın zirvesine işaret eden 54,5 ile hem 52,5 seviyesindeki Bloomberg anket tahmininin hem de 52,7 düzeyindeki Temmuz verisinin üzerinde açıklandı. Verinin açıklanmasının ardından ABD hisseleri düşerken, tahvil getirileri yükseldi. Fed’in Kasım ayında faiz artırabileceği yönündeki tahminler de yaklaşık yüzde 60 seviyesine yükseldi. Ancak JPMorgan Asset Management Küresel Strateji Direktörü David Kelly’ye göre Fed, enflasyonun halihazırda yavaşladığı bir ortamda faiz oranlarını bir kez daha artırırsa ABD tüketicilerini “tehlikeli” bir yere itme riskiyle karşı karşıya. “Hizmet sektöründeki kısa vadeli heyecan artışı nedeniyle Fed’in faiz oranlarını tekrar artırması çok akıllıca olmaz” diyen Kelly, benzin fiyatları, öğrenci kredileri, yükselen mortgage faizlerine işaret etti ve “Bunun da bir sınırı var. Tüketicilerin harcamalarını bir noktada kısmaya başladıklarını görebiliriz” dedi. Bir sonraki Fed toplantısı 19-20 Eylül’de gerçekleştirilecek. ","07 Eylül 2023 Perşembe, 08:44","['ASTOR : 1', 'ENJSA : 1', 'TCELL : 1', 'TTKOM : 0', 'OYAKC : 1', 'KONYA : 1', 'YBTAS : 1', 'EREGL : 1', 'KRDMD : 1', 'TOASO : 1', 'FROTO : 0', 'BIMAS : 1', 'SOKM : 1', 'ARCLK : 1', 'VESTL : 1', 'THYAO : 0', 'PGSUS : 0']"
ABD’de yerel bankalara tahvil zorunluluğu,/abdde-yerel-bankalara-tahvil-zorunlulugu-2337918,"Bloomberg Intelligence tarafından gerçekleştirilen bir araştırmaya göre ABD’deki yerel bankalar ülkedeki yeni düzenlemelere uyum sağlayabilmek için kayda değer bir tutarda tahvil ihraç etmek durumunda kalacak ancak bu şekilde sağlanan ilave sermaye bile gelecekteki iflasların önüne geçemeyebilir. BI analistleri Arnold Kakuda ve Nicholas Beckwith tarafından yapılan araştırmada, On sekiz bölgesel bankanın Federal Deposit Insurance Corp, Fed ve Office of the Comptroller of the Currency’nin kurallarına uymak için 63 milyar dolarlık yeni tahvil ihracına ihtiyaç duyabilir. Düzenlemeler, mart ayında başlayan bir dizi bölgesel banka iflasının ardından finansal kurumları korumak amacıyla üç kurum tarafından hazırlandı. Yeni kurallara göre, 100 milyar dolar veya daha fazla varlığa sahip bankaların, yoğun stres zamanlarında sermaye kayıplarını karşılamaya yetecek kadar uzun vadeli borç ihraç etmesi gerekecek; bu gereklilikler, daha önce yalnızca büyük finans kurumlarına uygulanıyordu. ","07 Eylül 2023 Perşembe, 09:00","['ASTOR : 1', 'ENJSA : 1', 'TCELL : 1', 'TTKOM : 0', 'OYAKC : 1', 'KONYA : 1', 'YBTAS : 1', 'EREGL : 1', 'KRDMD : 1', 'TOASO : 1', 'FROTO : 0', 'BIMAS : 1', 'SOKM : 1', 'ARCLK : 1', 'VESTL : 1', 'THYAO : 0', 'PGSUS : 0']"
Altında yatay seyir,/altinda-yatay-seyir-2337920,"Altın, Çarşamba günü ABD ekonomik verilerinin beklenenden daha güçlü gelmesiyle Fed’in bu yıl faizleri tekrar artırabileceği yönündeki fiyatlamaları tetiklemesi sonrası yaşadığı düşüşün ardından yatay seyretti. Spot altın ons başına 1.920 dolar seviyesinden işlem görüyor. Ons altın ve bankalararası Dolar/TL  kuru üzerinden hesaplanan gram altın ise 1.655 TL seviyelerinden alıcı buluyor. Çeyrek altın 2.720 lira, Cumhuriyet altını da 10.980 liradan satılıyor. Piyasa fiyatlamaları, ABD hizmet sektörü faaliyetinde yaşanan keskin artışın ardından Fed’in Kasım ayında çeyrek puanlık faiz artışına dair fiyatlamalar yüzde 50’nin üzerine çıktı. Swap yatırımcıları hafta başında faiz artış ihtimalini yüzde 40’ın altında fiyatlıyordu. Öte yandan doların güçlenmesi de değerli metalin ABD para birimi üzerinden fiyatlanması nedeniyle altını uluslararası alıcılar için daha pahalı hale getirdi. ","07 Eylül 2023 Perşembe, 09:51","['ASTOR : 1', 'ENJSA : 1', 'TCELL : 1', 'TTKOM : 0', 'OYAKC : 1', 'KONYA : 1', 'YBTAS : 1', 'EREGL : 1', 'KRDMD : 1', 'TOASO : 1', 'FROTO : 0', 'BIMAS : 1', 'SOKM : 1', 'ARCLK : 1', 'VESTL : 1', 'THYAO : 0', 'PGSUS : 0']"
Almanya'da sanayi üretimi üçüncü ayda da düştü,/almanya-da-sanayi-uretimi-ucuncu-ayda-da-dustu-2337924,"Almanya'da sanayi üretimi Temmuz ayında yeniden düşerek Avrupa'nın en büyük ekonomisindeki durgunluğa dikkat çeken yeni bir gösterge oldu. Wiesbaden'deki istatistik ofisine göre sanayi üretimi, sermaye ve tüketim mallarının öncülüğünde bir önceki aya göre yüzde 0,8 düştü. Ülkedeki sanayi üretimi yıllık olarak ise 2,1 oranından geriledi. Bloomberg'in ekonomistler ile gerçekleştirdiği anketteki medyan tahmin aylık olarak yüzde 0,4 oranında düşüşü öngörüyordu. Öte yandan üretim endeksi Aralık ayından bu yana en düşük seviyesini gördü. Çarşamba günü Kiel Enstitüsü'ndeki analistler, Haziran ayına kadar geçen üç ayda durgunlukla birlikte kış resesyonundan zar zor çıkan üretimin bu çeyrekte yeniden düşeceğini öngördü. Almanya'nın üretimindeki düşüş, Temmuz verilerinin fabrika siparişlerinin salgının zirve yaptığı 2020'den bu yana en sert düşüşünü göstermesinden bir gün sonra geldi. Alman fabrikaları, Çin'den gelen zayıf talep, işgücü yetersizliği, yüksek faiz oranları ve geçen yılki enerji krizinin devam eden etkileri nedeniyle uzun süreli negatif etkilerle boğuşmak zorunda kalıyor. ","07 Eylül 2023 Perşembe, 10:03","['ASTOR : 1', 'ENJSA : 1', 'TCELL : 1', 'TTKOM : 0', 'OYAKC : 1', 'KONYA : 1', 'YBTAS : 1', 'EREGL : 1', 'KRDMD : 1', 'TOASO : 1', 'FROTO : 0', 'BIMAS : 1', 'SOKM : 1', 'ARCLK : 1', 'VESTL : 1', 'THYAO : 0', 'PGSUS : 0']"
